id,x,y,poids,odeur,texture,type_sol,porosite,ph_du_jus,ph_du_sol,temperature_du_sol,presence_insecte,effet_au_toucher,a_l_air_delicieux_selon_renard
17,48.2501407107077,89.60957333801899,100.94400694820466,désagréable,rugueux,eau,0.812830252787731,6.9090338699888925,6.914574763820077,14.288416701205852,non,brûlure,oui
18,94.40801999612228,31.14114153887729,68.53504843257333,fruitée,visqueux,roche,0.0465835912020523,7.33834698568811,6.585015677536827,17.31129545310711,non,picottement,non
19,-8.203669326214197,-7.316990447744319,133.21718205449542,terreuse,visqueux,eau,0.7145309380274086,7.248320427209529,6.597461674383469,25.308982840369715,non,aucun,non
20,85.71146786573571,44.22701686011492,113.71936363978752,épicée,visqueux,eau,0.3841193963142854,7.018474256012819,6.049069733810333,16.855594767126384,non,brûlure,non
21,40.70313203863502,97.34653293692024,141.33284825177168,fruitée,visqueux,eau,0.0480797418262114,6.676805784633306,4.673659409656926,16.10339730595901,non,picottement,non
22,87.70890861149437,35.440778615888775,67.40440996866471,épicée,lisse,roche,0.0550367807646815,7.494612460913405,6.662484051240356,24.574583249488924,non,aucun,non
23,-8.863093642108902,-10.106527985677651,131.77898288274645,épicée,lisse,eau,0.5616496702926591,6.054285990878467,4.993388962023659,5.42659230374399,non,aucun,non
24,94.01150875616555,47.29259850586357,65.32393720017842,fruitée,lisse,eau,0.5671936110428502,7.293440356652648,6.506757448451399,23.795856837365296,non,picottement,oui
25,41.93608189992072,90.11463478218708,57.35609502968068,terreuse,lisse,arbre,0.2452341656220947,7.430948851172998,6.315178862315993,16.27865670982369,non,irritation,non
26,-11.267146663406857,-9.9228642524947,89.31866579676645,fruitée,visqueux,roche,0.9250771312432692,7.057815014078324,6.027604440624517,7.551057908120291,non,brûlure,non
27,47.75966292061498,90.29522287085976,118.19495088059055,terreuse,visqueux,arbre,0.8849358347019415,8.103258405037536,7.936409373170898,12.840039851209754,non,picottement,oui
28,41.03473987412432,86.594974919418,127.89790381585844,épicée,visqueux,terre,0.975210840034268,8.843981179495712,7.755823629045446,21.266214372166573,non,irritation,oui
29,95.16308025248388,47.85986533191827,113.66924195330616,épicée,rugueux,arbre,0.2319654411864159,8.112173433082946,6.708445184138232,16.31906788500013,non,picottement,oui
30,43.9611968002067,93.60188370257784,111.63412372489304,terreuse,visqueux,terre,0.2206958984067341,5.43264369988195,4.680290145989585,8.323172697379025,non,irritation,non
31,93.1801385723229,54.98827191027661,123.20563123204394,fruitée,lisse,eau,0.4007604255858881,6.919392233843911,6.825323814720565,13.080247541134248,non,brûlure,oui
32,78.83417918386766,46.96810533705671,67.15181435632873,fruitée,visqueux,arbre,0.7428943564651784,6.807833802306797,6.259217008806124,17.187813969636274,non,brûlure,non
33,40.90919164711177,89.32674965139107,96.93071196783542,désagréable,visqueux,eau,0.1501291802762888,7.216453869173809,7.643253946609559,14.56141944391459,non,picottement,non
34,-11.781439775055242,-11.444540540921851,91.57795744657714,terreuse,lisse,terre,0.8368775177620642,7.736858042031796,6.5794298854795725,21.05919141775789,non,picottement,non
35,-10.664884756331656,-10.497100721339466,106.142498194525,terreuse,rugueux,eau,0.3178413443868882,6.706582735591436,6.208245995947013,25.974918485528743,non,irritation,oui
36,82.68619759270449,47.88351342812974,92.56176597096608,épicée,rugueux,terre,0.0766547220118664,8.430696685572649,6.908092203793523,18.32155715133032,non,aucun,oui
37,-9.372168095991404,-9.184843487306935,100.60206673486546,désagréable,visqueux,arbre,0.4570668626624647,7.312915001395171,6.372683883417492,28.36221827446758,oui,irritation,oui
38,91.03287237552146,40.101517194552905,132.0629888701715,épicée,rugueux,terre,0.5417665336343007,8.331653199226594,5.76950892784983,23.002968829120057,non,irritation,non
39,85.46475165207431,37.96556716295576,82.01547032836906,terreuse,rugueux,eau,0.0559685145246244,6.837249008651456,6.424486365293479,13.809582447739237,non,irritation,non
40,86.14099468487792,46.37353530679154,116.49222055970029,épicée,lisse,roche,0.0979782397577544,5.794447431865397,4.510377733382936,24.59547480247512,non,irritation,oui
41,100.93259021146108,42.2016374174426,109.24637467709316,fruitée,rugueux,terre,0.7722539108128674,8.650778066898708,7.929757022826315,6.909511939258919,non,picottement,oui
42,200.40409972059436,199.24885538537308,66.52544527278748,désagréable,rugueux,eau,0.2719565510555396,7.5562542285492755,6.957531728068867,15.393776363492664,non,picottement,oui
43,93.93263821995744,46.140559148137015,89.7795097597464,désagréable,lisse,arbre,0.7015329521267876,8.11551215635825,6.677800951991497,25.313222810127044,oui,irritation,oui
44,95.1033917583362,37.262788359519234,99.70839965330993,fruitée,rugueux,roche,0.75954777625522,6.751711814021329,4.819695247449674,12.490046769727758,non,aucun,oui
45,87.02577368684071,45.8073841443773,90.69046659007692,terreuse,lisse,roche,0.1757820556598992,7.926298692836838,6.062884608056063,16.446936146567005,non,irritation,non
46,41.99386109474385,88.17393232249267,77.86116029712889,désagréable,rugueux,arbre,0.4126895094377423,7.850192839648504,7.442563040610747,12.92304267787856,non,picottement,non
47,50.30750528347518,84.39388867073788,131.70908749104618,désagréable,visqueux,arbre,0.2557457864773811,6.982481554035844,6.981341783421792,16.17758102360894,non,aucun,non
48,94.30034756592514,38.54989698216461,97.44374441239546,désagréable,lisse,eau,0.4331957820448601,6.287502926958406,5.85690838772382,31.318724861454086,oui,aucun,oui
49,98.91052550230458,49.36287465306581,86.83202656723273,terreuse,lisse,eau,0.6143249995690712,7.695838157609223,5.834046705751764,6.579946774055849,non,brûlure,non
50,50.790755388348174,98.17909768563332,70.57380318059896,fruitée,lisse,eau,0.8297821256348571,6.89400672822998,5.545074296868953,28.487301820003587,oui,picottement,oui
51,45.7907927584029,98.84127861673169,67.77712811870649,terreuse,lisse,eau,0.2080155766970304,7.494458294297741,6.552238970842898,17.074130604278615,non,aucun,non
52,96.62806832013736,52.77980990258046,96.16825156156234,fruitée,rugueux,eau,0.4493143951994742,7.098043396948001,6.234521925835258,18.12885302668097,non,aucun,non
53,91.55033725891444,41.22412653996732,93.49828721778331,désagréable,lisse,arbre,0.5155056924171312,6.979654953325762,6.049175152103144,13.903582338833422,non,aucun,oui
54,44.03326101797288,101.8766404676434,42.96150628346734,épicée,lisse,roche,0.802227943456835,6.027378784415942,4.839780027613212,14.559077994790837,non,picottement,non
55,93.23376860063688,28.767043681591275,86.68405795671913,fruitée,rugueux,arbre,0.8680553734316071,8.151254961405318,6.099935112432285,20.77024808615345,non,picottement,oui
56,43.46018307297814,90.03935954921134,102.01452651302208,désagréable,rugueux,arbre,0.8274205643356322,9.12258586327621,6.981586435293909,16.827736409151893,oui,irritation,oui
57,98.815780890022,35.26052746347504,110.1442985388394,terreuse,rugueux,terre,0.773106862130534,7.954128420613656,8.18225965380856,13.761812621181084,non,brûlure,oui
58,45.32467887852187,78.6777769642577,113.15726322175864,épicée,lisse,arbre,0.944843570505206,8.250936966621742,8.376910372453292,11.526399865774264,non,brûlure,non
59,92.08098305272348,35.429361445345315,93.45912189398734,désagréable,lisse,arbre,0.0425733240442328,8.35038412086656,6.796000359517613,16.48647017320046,non,irritation,oui
60,100.70785568651304,33.45862559655347,78.94601779663516,épicée,rugueux,roche,0.981216415716247,6.580557612637983,5.926287322781722,17.904980618507196,non,picottement,oui
61,92.49431943682832,35.764697373888936,78.54126058123376,désagréable,visqueux,terre,0.216341139170792,7.555754640400722,6.582307248816507,19.322462094599267,non,brûlure,oui
62,91.44183556671828,47.90940407841519,110.00505749092996,épicée,lisse,terre,0.6089461242135009,8.924620821130862,6.618798692454763,16.959230298248606,non,brûlure,non
63,90.9969385031566,46.07642132972974,101.30819657221498,fruitée,rugueux,eau,0.2918707434305134,7.861247779553976,6.065107168233112,25.298289615843554,oui,irritation,oui
64,87.54517875103024,35.94840356072392,97.1671891433122,fruitée,lisse,eau,0.4741357036837885,7.473056792248482,6.576807481384309,22.364555100477293,non,aucun,oui
65,45.60886085170508,84.50065670896488,116.42461354247872,terreuse,rugueux,arbre,0.577622849202202,6.996824905225388,7.035903201304761,15.56291056543238,non,aucun,non
66,54.85559661194745,90.0777690087098,97.80163369248152,épicée,rugueux,arbre,0.6341261299771032,7.560938622506541,5.885396837215273,15.741744849155705,non,irritation,oui
67,101.26228089256492,40.09391694950234,103.71391179065014,terreuse,rugueux,terre,0.6319028465941678,8.90054407808777,7.08722311668041,20.53868111955479,non,brûlure,oui
68,99.36315900643618,41.90753350931555,92.0924226249616,désagréable,rugueux,eau,0.3208396332313733,6.5488404880007725,6.159047698000168,16.675709412560554,non,aucun,non
69,55.26701204843693,89.14815465472276,85.65169380338475,désagréable,lisse,arbre,0.2670109758220762,8.280368634739613,7.127696547789392,7.99103862503662,non,aucun,non
70,42.82183075468125,89.32646665163558,93.95350999438176,terreuse,lisse,terre,0.412177322111524,8.352675954399304,7.348989508212202,23.75197336900426,non,irritation,oui
71,95.3439266417908,31.07924363407893,90.76826888262984,fruitée,visqueux,roche,0.8598241337359983,5.895027591917666,4.980553545480638,20.366752392592492,non,aucun,non
72,95.25096025692363,33.084460048953495,102.5288099927588,fruitée,lisse,terre,0.6980555790365425,7.7901795148090835,7.035358519727745,8.381365733846218,non,brûlure,oui
73,97.00863239232096,39.57151455306723,109.14866502621584,désagréable,rugueux,terre,0.0906126428212007,8.067982069696269,5.884194627470648,6.179296566702005,non,aucun,oui
74,98.50375933733989,30.54451759153318,82.95855770212569,désagréable,visqueux,arbre,0.969338372419894,8.013822619609085,7.109512582697989,9.439856656537009,non,aucun,non
75,98.06860655639288,35.12807935435635,129.0674275658247,épicée,lisse,roche,0.7075338971188972,7.740101476482375,7.813647227399846,17.987219467584218,non,aucun,non
76,85.18770633897756,39.081636110328056,87.64217917460554,fruitée,rugueux,arbre,0.69869051887744,8.044485281062723,6.982185040234823,9.292600308215349,non,irritation,non
77,99.04904110585882,36.33726181472322,84.1722747925017,fruitée,lisse,eau,0.6800732777440565,7.164748025346071,5.243719884982096,24.132461224102872,non,aucun,oui
78,96.0867050244077,30.42353558849869,96.60680165619767,terreuse,rugueux,arbre,0.9270394409537516,7.20944409698552,6.437824564087983,19.52918438450546,non,brûlure,oui
79,91.90008711809362,51.3690203666615,116.9640671765475,épicée,lisse,terre,0.2507266309960619,8.226598681363496,7.132207840614054,16.389379487139387,non,picottement,oui
80,101.63273591235722,37.618042506793294,108.57734011236238,épicée,rugueux,roche,0.5139101869887677,6.002431229124947,5.640060736331387,11.72065057730923,non,picottement,non
81,94.62320528772264,33.773964072958705,71.71334327980979,épicée,rugueux,roche,0.4324783969123282,5.142967512357418,4.653740316960924,27.6245817890538,non,irritation,oui
82,93.33407812225668,52.73997744497588,91.00055999045478,fruitée,lisse,roche,0.5460610378651125,7.780909187937458,7.434837550683086,7.902867022682674,non,irritation,oui
83,87.64685961230039,52.00359283053123,99.997805940234,désagréable,visqueux,terre,0.2323733513843396,7.085487906494308,5.240610139305437,17.636482596489056,non,aucun,oui
84,48.71627630869272,94.4147192876002,99.89077511418792,terreuse,visqueux,roche,0.2083957026807846,6.107677284450756,5.532804568643455,21.694648828700338,non,aucun,non
85,38.16571611430756,86.05341870558354,115.24594683520272,terreuse,rugueux,arbre,0.1935201363934349,6.745880894499464,5.459228868645751,27.33203874617857,non,brûlure,oui
86,87.05616543265404,48.76270692448571,97.00171043325376,épicée,rugueux,eau,0.3936206907074182,7.648999571067938,6.118256711432782,28.71257733417869,non,aucun,oui
87,92.903350954618,48.754051714146165,75.54351033127955,terreuse,visqueux,arbre,0.0548761403922188,9.439261715006817,8.951563302437497,26.083653388792367,non,aucun,oui
88,89.43918555918093,45.41827476185,96.75131301744536,fruitée,visqueux,roche,0.8567998315054541,7.692178739233282,8.346846764759814,19.465130939521323,non,brûlure,non
89,100.80315332827728,33.18488880931004,126.13336135879148,désagréable,visqueux,eau,0.7646218127169797,8.081852800904251,7.172000306940892,19.23647306664721,non,brûlure,non
90,-10.314766701565231,-9.87307989643063,93.96689350137969,épicée,rugueux,arbre,0.9525384975654598,6.879627355926996,6.284463817108629,9.430040942026626,non,aucun,non
91,101.78768735239468,44.05079681944952,105.10465966220885,fruitée,lisse,eau,0.0848485391872688,7.129874210496022,6.048160982205896,15.399984846742877,non,brûlure,oui
92,36.79571989712131,100.15485351518636,80.92311988304783,désagréable,rugueux,arbre,0.8963549578463542,8.254742853531285,8.7731079828473,16.010828611472494,non,brûlure,non
93,41.21374577569405,89.4418517244143,34.28334398025778,terreuse,visqueux,terre,0.4013504995564297,7.210946666659184,6.313005793419893,16.63860877584105,non,irritation,oui
94,37.76255376555726,95.23604600157888,119.87483562172316,fruitée,lisse,eau,0.1260701322218722,6.786388779962588,6.7577019971690255,12.184848632478714,non,aucun,non
95,94.09518195612608,48.04027908678128,93.93664637262886,désagréable,visqueux,roche,0.1122228868967563,4.429331984115825,3.849991125224091,18.917457929066845,non,irritation,non
96,91.75090070059136,23.42331059588073,105.05027207146368,épicée,lisse,eau,0.6707775978150815,6.996590945522478,7.027324263667151,15.573327022097985,non,brûlure,non
97,37.41778897519093,95.9687769285258,109.34974733535148,désagréable,lisse,terre,0.7732211832723889,9.490347982420772,7.754154677520373,25.89977103046552,oui,brûlure,non
98,95.4452031014566,37.00121530012685,75.99263600314922,désagréable,rugueux,eau,0.7831933189927635,7.393082185481497,6.034903605360961,19.931974086392643,non,irritation,oui
99,92.9838719329912,46.304339671441205,76.68413162089132,terreuse,rugueux,eau,0.0696534423054276,6.9256484394616935,5.0226594859685285,14.546425700842498,non,brûlure,non
100,84.42883524890433,47.04598772293591,110.9656614595188,terreuse,lisse,arbre,0.0108886544945061,8.589566233217612,8.053135499408128,12.26739852393817,non,picottement,oui
101,41.09929305371134,88.66965784444321,99.452376923389,terreuse,visqueux,eau,0.0388211981134244,7.446337531301965,6.290484348036427,16.499602263582794,non,irritation,non
102,88.79834085074032,44.76264908481435,121.92677810881833,épicée,lisse,arbre,0.1133499791315169,7.567558445935384,6.084979899482855,9.402500864482745,non,picottement,non
103,52.25753588960848,100.43804674326762,130.2061205996502,désagréable,visqueux,roche,0.0921564700899081,6.707596630622512,5.691946816560504,13.154381783851282,non,aucun,oui
104,93.72961273868609,31.751214213953048,96.82184253914605,épicée,visqueux,terre,0.4834424451978486,8.108390573998594,7.04020114577835,6.055121856900458,non,picottement,oui
105,89.92168730094846,41.27450290513466,112.50181362433132,désagréable,lisse,eau,0.8986880918520639,7.267605360241078,5.759099388658473,24.18181267248851,non,picottement,oui
106,100.32545316272687,25.74716242546424,131.9624109746648,terreuse,rugueux,roche,0.6674976952281692,8.67805156141676,8.379870611412073,19.352328786447792,non,aucun,non
107,102.94459993174053,45.40850653610736,122.8866372723984,désagréable,rugueux,terre,0.4497427353158488,6.912595713491409,5.516906032628051,18.38851916667007,non,brûlure,non
108,42.96483402887573,87.36019742012702,112.33500310551833,désagréable,lisse,arbre,0.8434310945062935,8.101415050748514,5.702472641067785,10.27572010249353,non,irritation,non
109,85.29875149425243,39.94649204216466,131.39451955136207,désagréable,rugueux,arbre,0.0084179910017005,6.582698292307539,6.355203411861998,12.375503503766891,non,brûlure,oui
110,96.94298349935522,39.272404488890295,94.94147610774851,fruitée,rugueux,terre,0.0439851279167834,6.490653612971583,5.170144551148713,26.15663734856085,oui,irritation,oui
111,103.62868568934918,38.1418426742629,61.33136383103147,fruitée,visqueux,terre,0.6273129627841106,6.982874521778959,6.7866180971396375,16.44237030504802,non,picottement,oui
112,97.60135976080858,37.26030962273669,83.1156590377894,désagréable,rugueux,eau,0.5614670522486075,6.662573338253163,7.055489065067226,4.842917306491222,non,brûlure,non
113,92.20942961990146,42.58938354146587,62.60716672959515,terreuse,lisse,arbre,0.7166284377576323,8.325861533311532,7.821266469207408,21.02602182623283,non,brûlure,oui
114,45.701622108243,91.71744011318675,89.22126725540073,désagréable,visqueux,arbre,0.2913947214685872,8.136794068679514,7.979547559731828,13.406655396975871,non,brûlure,oui
115,53.39549931489965,97.8156368991676,108.91675788701944,désagréable,visqueux,terre,0.3487141391622006,7.785213932164,6.639090343066383,7.145364043419157,non,brûlure,oui
116,92.64781290352596,47.29244279490327,73.09265621299687,terreuse,visqueux,arbre,0.0123686172900748,6.102458622809492,5.785195151758846,11.225463367032516,non,picottement,non
117,94.79169809334996,35.09999460235952,102.18881162633753,épicée,visqueux,roche,0.8725856051768363,6.057619703075025,4.5137004663937965,8.522227755456607,non,brûlure,non
118,42.81723146127785,92.0345353505288,126.9758959436597,fruitée,rugueux,roche,0.1442751202168123,5.805519387466832,5.739309288405864,23.69214931938077,non,aucun,non
119,95.30848701870056,45.607883847081794,91.15221440696388,terreuse,visqueux,arbre,0.7919546046217618,6.700437865726222,5.767561892208319,17.15725828109463,non,picottement,non
120,39.092049680292114,87.46452033065955,110.8841866409344,terreuse,rugueux,terre,0.1943660439561579,9.94433898103972,10.696508186790425,16.14245487247529,non,picottement,oui
121,99.14617618792764,45.39884620340524,99.6758760214922,fruitée,rugueux,eau,0.6853977124681999,6.8205844244521385,5.658887726552705,8.03047237654992,non,picottement,non
122,105.1434987148591,44.815334853380456,100.08986580148952,terreuse,rugueux,terre,0.8998684191081142,7.451053589044207,6.645680565698755,6.667141676319948,non,brûlure,non
123,46.80790692771056,89.99100503570905,69.62213675004037,terreuse,lisse,arbre,0.3692953640124773,8.079404532055579,7.320509454500491,24.547943438418397,non,picottement,oui
124,41.72712888013909,90.03421081429163,89.91646970982644,épicée,lisse,eau,0.5260036858247048,6.234154221241077,5.951183500451259,12.167313857539725,non,aucun,non
125,93.69823260891783,51.985617097670726,103.87951338067133,fruitée,lisse,eau,0.6469632023516341,7.0103443108890335,6.891406706151767,22.64034463953874,non,picottement,oui
126,94.2344257993299,31.189219021333805,114.86688637459868,épicée,lisse,eau,0.3789897049441013,6.747199322932877,5.3054082888773735,9.301485781796444,non,picottement,oui
127,93.14793188460966,46.36573977015824,130.94670874559938,fruitée,rugueux,arbre,0.7606307095296903,6.403759266770575,6.519029368899349,10.608569756442868,non,picottement,oui
128,47.11840428646756,97.44125036634976,90.19004588312244,fruitée,lisse,eau,0.9284919169597664,6.905062048110867,6.075249799265928,25.052996548040696,oui,aucun,non
129,99.93303903737696,40.2405182987697,109.62785317049862,terreuse,lisse,arbre,0.5323031655631617,6.752923080750293,5.720893264616702,24.17595515124044,non,brûlure,oui
130,95.49375688349758,27.68479337259755,82.71184618694673,fruitée,lisse,terre,0.546877680941543,7.738552902985771,6.58637446361127,24.095605371620824,non,brûlure,oui
131,39.4369716485799,96.7020037891074,86.82202885842416,désagréable,visqueux,terre,0.3023989471164426,9.368269581846048,10.147885721295804,4.185137006175402,non,aucun,non
132,96.63343809763153,38.222770907347005,86.95627318935757,épicée,lisse,arbre,0.3016102503014588,7.964074032108984,6.840989091400269,29.91216500595369,non,brûlure,oui
133,97.22488794232312,35.272569626064154,114.76638766392335,fruitée,lisse,terre,0.9687853316485452,8.681485819055062,7.0534780854627455,8.754487358656982,non,brûlure,oui
134,96.84618451496836,26.38068347439522,115.26265784043257,fruitée,rugueux,terre,0.7742073685996499,9.554215048196657,7.787583413053547,17.04372643959472,non,picottement,oui
135,43.403148500204274,92.76429961686988,108.28958692248791,terreuse,lisse,terre,0.2475618919726242,8.854900949004918,7.649454150069915,25.44703494514442,non,irritation,non
136,97.47534541405236,39.573579584730616,90.66681782539636,fruitée,lisse,roche,0.2435473232300106,5.75301043094996,4.870687318106224,25.22207316477532,oui,irritation,non
137,103.54670901436369,45.14909662481457,103.9342893932927,terreuse,rugueux,eau,0.0926093591700708,7.280703388162892,7.024994743981835,17.194430756623678,non,picottement,oui
138,113.15526386919184,29.71555087185454,76.34382940690648,terreuse,visqueux,arbre,0.6524895459843296,7.849745019852789,7.223044074410872,18.06447015936231,non,picottement,non
139,50.5348991379628,91.85374904186892,115.27598327148624,terreuse,visqueux,arbre,0.3647402373292062,5.915771883201256,5.133716275638859,26.811187552458485,non,brûlure,oui
140,93.09664962635392,28.553113341205307,100.3321486506143,fruitée,lisse,eau,0.9745318308751092,6.563592166241608,6.694139580241797,6.534291880192949,non,aucun,non
141,90.15320891018634,29.11336147321008,116.617549090561,terreuse,visqueux,arbre,0.1303511954164183,7.41446942029089,6.86882301896789,10.725844873370765,non,aucun,non
142,93.05673497620393,40.69851039146403,120.25620949208496,fruitée,lisse,terre,0.861010969702423,8.904969729191581,7.693909342126739,16.50203263597809,non,aucun,oui
143,38.57738214983748,81.91002570880808,131.7069406313197,terreuse,visqueux,roche,0.851949383150729,5.067338649274289,5.214603543870673,15.925115679590146,non,picottement,oui
144,44.94106026860141,90.29656370135332,101.83257568551674,épicée,visqueux,arbre,0.7474859540006983,7.504127122180583,7.911279127183715,13.460553416241687,non,irritation,oui
145,89.08059516803034,45.9515730760105,117.13815656419466,épicée,rugueux,arbre,0.6219809119954853,6.756260941391665,6.350318979485334,13.275754672518133,non,brûlure,non
146,101.79606513919336,35.13821689120402,79.1617150719932,épicée,lisse,arbre,0.446217800996073,7.159923521656003,6.381772788904513,29.630669332654342,non,brûlure,oui
147,89.66102285159481,48.996414505585925,103.06017650855632,fruitée,rugueux,arbre,0.8012591104939164,8.070144243523323,7.474306436547969,20.48105305968157,non,brûlure,non
148,44.61902546982024,86.49860108551451,86.57344811788327,terreuse,lisse,roche,0.930175166952674,6.476813071302933,5.690909446268271,26.54961987630361,non,aucun,oui
149,88.88742829900332,48.48983236796836,122.72520845414992,terreuse,visqueux,eau,0.1250516327253592,6.633177317864961,5.044596578134482,13.329976005198167,non,picottement,oui
150,90.02703622649685,35.443614364599675,119.42149808194073,épicée,lisse,arbre,0.479523223370391,8.149974989066008,8.292621220555521,16.65935810150561,non,aucun,oui
151,95.15680695110782,41.87070351122436,108.7218267314203,épicée,lisse,arbre,0.1716797212973871,8.936507041553016,7.040015908930628,15.060895808770574,non,irritation,non
152,98.91354180592568,41.245205177452526,131.98392745788783,désagréable,lisse,arbre,0.205119636456985,7.7751792956627,6.87608509284237,22.26341952253293,non,irritation,oui
153,85.13796482115579,45.14617824871263,76.1455477975932,terreuse,lisse,roche,0.1199137287514837,6.362749935210414,5.458623347199194,23.20631178922732,non,brûlure,oui
154,37.69720130136444,88.16694303499014,101.20256904218674,fruitée,rugueux,arbre,0.3413362876941618,6.8089122209073984,6.772375986589075,14.97840893238292,non,brûlure,non
155,94.05642130175087,34.36950968231619,116.84457032133048,terreuse,lisse,roche,0.0120630306169646,6.630574663211762,6.597189039764775,20.962327858521306,non,irritation,oui
156,41.83808473337325,90.12873664233535,101.23056140904067,terreuse,lisse,eau,0.5284032627073514,7.089871609242686,6.357682858970681,10.030678606221574,non,aucun,non
157,52.2362665394085,89.28622638714391,77.79977470726581,terreuse,lisse,eau,0.3830392289132603,7.097084249987609,6.105835415786132,16.339543655844317,non,aucun,oui
158,42.166582588258734,90.00981172866584,87.45306404845108,terreuse,rugueux,arbre,0.7898213007458978,7.669061540287254,7.2276820102596036,12.92670005745182,non,picottement,oui
159,40.004468622966165,100.63165345562284,103.7984331406288,épicée,visqueux,arbre,0.7951855060228531,6.631085594060313,5.282347921801149,21.058219342164097,non,irritation,oui
160,91.58287796466942,45.87857307419548,136.64559217111295,terreuse,rugueux,eau,0.6578945536623955,7.792456452794365,7.37030161716608,17.040553928899666,non,brûlure,oui
161,89.99080189863977,46.40095158753351,71.75052584997621,épicée,visqueux,roche,0.8408111986186408,6.427888516632261,5.549259674165369,14.504854754564125,non,irritation,oui
162,201.07119522706145,201.2466953700096,83.5439867581511,terreuse,rugueux,roche,0.4301315213510726,4.97860946731171,5.097003811555161,14.939444788729244,non,aucun,oui
163,99.40048888652994,40.02899716721965,108.1933162755696,fruitée,visqueux,roche,0.5078140484816513,6.985359084799473,7.585399986225319,12.0618934226177,non,picottement,non
164,92.98330457688866,29.26662769183924,108.92542551912354,désagréable,visqueux,arbre,0.8415572928614313,6.815202759969863,6.938449108926859,16.584359978602002,non,picottement,oui
165,198.5374378045296,201.1770618277395,84.98432977004917,désagréable,lisse,eau,0.2178721713733676,7.283385617140191,6.615504088610295,15.185553214504118,non,picottement,non
166,94.3928812986756,38.74620103403013,100.6317717927366,épicée,visqueux,eau,0.130517113562156,6.555397458788278,4.77470942591964,23.94910420884202,non,irritation,non
167,49.506203542215765,94.93020082113546,54.87062444365762,terreuse,rugueux,roche,0.1093774678237371,7.390660122118088,6.366857992599282,20.78559041777852,non,aucun,non
168,50.71903680405944,96.76523795261612,113.24892188278942,fruitée,visqueux,terre,0.1408957787317241,7.964420958534204,7.339348704488147,27.34915169040668,oui,brûlure,oui
169,98.2681480923375,42.99404517814289,127.24320797866112,désagréable,rugueux,terre,0.8995986594848773,7.992081761897774,7.995825966068377,19.67424392985515,non,irritation,oui
170,38.11862424076524,86.50448153616803,76.78135968560304,épicée,visqueux,eau,0.6648031801949333,7.500684954429122,5.4244051287789,16.948633941498162,non,irritation,oui
171,96.86044220189076,38.26883808022373,89.99012051011131,fruitée,lisse,terre,0.258529513068559,8.602441988352803,6.940189570009045,13.91127469147042,non,aucun,non
